formula,A,B,X,nA,nB,nX,chi_A,chi_B,chi_X,chi_diff,rX,rA,rB,delta_chi_AX,delta_chi_BX,delta_chi_AO,delta_chi_BO,rA_rB_ratio,rB_rX_ratio,rA_rX_ratio,chi_AX_ratio,chi_BX_ratio,HOMO_A,HOMO_B,HOMO_X,LUMO_A,LUMO_B,LUMO_X,EA_A,EA_B,EA_X,IP_A,IP_B,IP_X,rS_A,rS_B,rS_X,rP_A,rP_B,rP_X,rD_A,rD_B,rD_X,t_sisso,t,tau,t_jess,bandgap,bandgap_sigma
NbZnS3,Zn,Nb,S,2.0,4.0,-2.0,1.65,1.6,2.58,0.8980000000000001,184.0,121.0,77.0,-0.9300000000000002,-0.98,-1.79,-1.84,1.5714285714285714,0.4184782608695652,0.657608695652174,0.5195530726256984,0.532608695652174,-5.977182470000003,-4.453728150000003,-7.00838179000003,-1.1074028380152596,-4.45372830288892,0.8145175879610062,0.922398193658712,-1.1054994379504737,-2.847077729734469,9.889346728482574,7.135067946929306,11.769320157021456,110.68,158.34,74.72999999999999,166.61,209.16,84.92999999999999,29.97,77.56,273.21,0.825211467285015,0.8263146035446838,5.343063009532859,0.8060594855692982,2.817589044570923,0.3662559390068054
NbZnSe3,Zn,Nb,Se,2.0,4.0,-2.0,1.65,1.6,2.55,0.8800000000000001,198.0,121.0,77.0,-0.8999999999999999,-0.9499999999999996,-1.79,-1.84,1.5714285714285714,0.3888888888888889,0.6111111111111112,0.5027932960893854,0.5163043478260868,-5.977182470000003,-4.453728150000003,-6.510488250000024,-1.1074028380152596,-4.45372830288892,-0.2111875472497096,0.922398193658712,-1.1054994379504737,-2.730814399751447,9.889346728482574,7.135067946929306,10.84576444731508,110.68,158.34,79.97,166.61,209.16,95.78,29.97,77.56,23.97,0.8348726408898336,0.820245932357995,5.5248811913510405,0.7987811020198999,3.172586441040039,0.9493486881256104
TbZnS3,Zn,Tb,S,2.0,4.0,-2.0,1.65,1.1,2.58,0.998,184.0,121.0,76.26,-0.9300000000000002,-1.48,-1.79,-2.34,1.5866771570941516,0.4144565217391304,0.657608695652174,0.5195530726256984,0.6324786324786326,-5.977182470000003,-3.0839381900000022,-7.00838179000003,-1.1074028380152596,-1.3025399247139844,0.8145175879610062,0.922398193658712,0.4848213986217848,-2.847077729734469,9.889346728482574,6.119534423052706,11.769320157021456,110.68,29.39,74.72999999999999,166.61,257.89,84.92999999999999,29.97,112.45,273.21,0.8348683347092811,0.8286640725626776,5.28685738657474,0.6807106880231387,2.442429780960083,0.09276104718446732
TbZnSe3,Zn,Tb,Se,2.0,4.0,-2.0,1.65,1.1,2.55,0.98,198.0,121.0,76.26,-0.8999999999999999,-1.4499999999999995,-1.79,-2.34,1.5866771570941516,0.3851515151515152,0.6111111111111112,0.5027932960893854,0.6196581196581196,-5.977182470000003,-3.0839381900000022,-6.510488250000024,-1.1074028380152596,-1.3025399247139844,-0.2111875472497096,0.922398193658712,0.4848213986217848,-2.730814399751447,9.889346728482574,6.119534423052706,10.84576444731508,110.68,29.39,79.97,166.61,257.89,95.78,29.97,112.45,23.97,0.8445295083140999,0.8224590950136681,5.47043986756084,0.6673468904252688,2.215876817703247,0.0548587329685688
LaScS3,La,Sc,S,3.0,3.0,-2.0,1.1,1.36,2.58,1.056,184.0,150.0,87.0,-1.48,-1.22,-2.34,-2.08,1.7241379310344829,0.4728260869565217,0.8152173913043478,0.6324786324786326,0.5865384615384615,-2.778124050000001,-3.2357286599999986,-7.00838179000003,-2.7781241453682792,-3.235728771077069,0.8145175879610062,-0.2216918666232401,0.2753302914535808,-2.847077729734469,5.8114999284947535,6.884657007341072,11.769320157021456,205.43,165.06,74.72999999999999,267.61,217.74,84.92999999999999,119.73,58.09,273.21,0.8181678859701509,0.8714917337052116,2.6103634041666908,0.9397506490956018,2.8281490802764893,0.596563458442688
LaTlS3,La,Tl,S,3.0,3.0,-2.0,1.1,1.62,2.58,1.0040000000000002,184.0,150.0,88.45,-1.48,-0.96,-2.34,-1.82,1.6958733747880157,0.4807065217391305,0.8152173913043478,0.6324786324786326,0.5274725274725275,-2.778124050000001,-2.36925177,-7.00838179000003,-2.7781241453682792,-2.3692518513323906,0.8145175879610062,-0.2216918666232401,-0.1395649868243635,-2.847077729734469,5.8114999284947535,5.166986943295928,11.769320157021456,205.43,109.74,74.72999999999999,267.61,154.46,84.92999999999999,119.73,59.04,273.21,0.8016385840189402,0.8668535872054041,2.7123058095946098,1.0394216624361097,2.3961679935455322,0.3066502809524536
LaHfS3,La,Hf,S,2.0,4.0,-2.0,1.1,1.3,2.58,1.0680000000000005,184.0,150.0,85.0,-1.48,-1.28,-2.34,-2.14,1.7647058823529411,0.4619565217391304,0.8152173913043478,0.6324786324786326,0.5981308411214954,-2.778124050000001,-2.693665829999998,-7.00838179000003,-2.7781241453682792,-2.693665922468976,0.8145175879610062,-0.2216918666232401,0.1845735353332302,-2.847077729734469,5.8114999284947535,6.50368793830198,11.769320157021456,205.43,153.65,74.72999999999999,267.61,213.77,84.92999999999999,119.73,89.50999999999999,273.21,0.8414247481344181,0.8779712261491165,4.378633618037913,0.9283889114114188,1.798977255821228,0.5031915307044983
LaZrS3,La,Zr,S,3.0,3.0,-2.0,1.1,1.33,2.58,1.062,184.0,150.0,85.0,-1.48,-1.25,-2.34,-2.11,1.7647058823529411,0.4619565217391304,0.8152173913043478,0.6324786324786326,0.5924170616113744,-2.778124050000001,-3.6022224400000007,-7.00838179000003,-2.7781241453682792,-3.602222563658176,0.8145175879610062,-0.2216918666232401,-0.2714066713124998,-2.847077729734469,5.8114999284947535,7.139550537079975,11.769320157021456,205.43,166.94,74.72999999999999,267.61,222.0,84.92999999999999,119.73,84.44,273.21,0.8414247481344181,0.8779712261491165,2.4855974858803984,0.9373430923140038,1.86924147605896,0.0734458938241005
LaTbS3,La,Tb,S,3.0,3.0,-2.0,1.1,1.1,2.58,1.1080000000000003,184.0,150.0,92.41,-1.48,-1.48,-2.34,-2.34,1.623200952277892,0.5022282608695652,0.8152173913043478,0.6324786324786326,0.6324786324786326,-2.778124050000001,-3.0839381900000022,-7.00838179000003,-2.7781241453682792,-1.3025399247139844,0.8145175879610062,-0.2216918666232401,0.4848213986217848,-2.847077729734469,5.8114999284947535,6.119534423052706,11.769320157021456,205.43,29.39,74.72999999999999,267.61,257.89,84.92999999999999,119.73,112.45,273.21,0.7934971360713021,0.8544345712315488,3.043979287972784,0.8544345712315488,2.4063148498535156,0.1627258062362671
LaTbSe3,La,Tb,Se,3.0,3.0,-2.0,1.1,1.1,2.55,1.09,198.0,150.0,92.41,-1.4499999999999995,-1.4499999999999995,-2.34,-2.34,1.623200952277892,0.4667171717171717,0.7575757575757576,0.6196581196581196,0.6196581196581196,-2.778124050000001,-3.0839381900000022,-6.510488250000024,-2.7781241453682792,-1.3025399247139844,-0.2111875472497096,-0.2216918666232401,0.4848213986217848,-2.730814399751447,5.8114999284947535,6.119534423052706,10.84576444731508,205.43,29.39,79.97,267.61,257.89,95.78,119.73,112.45,23.97,0.8071871958429104,0.8473323222595589,3.19547804351872,0.847332322259559,1.7083158493041992,0.10071174800395966
LaInS3,La,In,S,3.0,3.0,-2.0,1.1,1.78,2.58,0.972,184.0,150.0,92.0,-1.48,-0.8,-2.34,-1.66,1.6304347826086956,0.5,0.8152173913043478,0.6324786324786326,0.4819277108433735,-2.778124050000001,-2.5178859200000034,-7.00838179000003,-2.7781241453682792,-2.517886006434747,0.8145175879610062,-0.2216918666232401,-0.1678385307595446,-2.847077729734469,5.8114999284947535,5.364511578154709,11.769320157021456,205.43,114.07,74.72999999999999,267.61,151.32,84.92999999999999,119.73,49.29,273.21,0.7845939934812631,0.8557038399786678,3.0058038179555955,1.1230198686215769,2.258732557296753,0.14898604154586792
LaInSe3,La,In,Se,3.0,3.0,-2.0,1.1,1.78,2.55,0.9539999999999996,198.0,150.0,92.0,-1.4499999999999995,-0.7699999999999998,-2.34,-1.66,1.6304347826086956,0.4646464646464646,0.7575757575757576,0.6196581196581196,0.4638554216867468,-2.778124050000001,-2.5178859200000034,-6.510488250000024,-2.7781241453682792,-2.517886006434747,-0.2111875472497096,-0.2216918666232401,-0.1678385307595446,-2.730814399751447,5.8114999284947535,5.364511578154709,10.84576444731508,205.43,114.07,79.97,267.61,151.32,95.78,119.73,49.29,23.97,0.8116338166938193,0.8485302748530982,3.157977730999073,1.133539999762131,1.4802557229995728,0.07709730416536331
PrLuSe3,Pr,Lu,Se,3.0,3.0,-2.0,1.13,1.27,2.55,1.05,198.0,156.0,99.0,-1.42,-1.2799999999999998,-2.31,-2.17,1.5757575757575757,0.5,0.7878787878787878,0.6147186147186147,0.5898617511520736,-2.320982129999998,-1.7533157500000005,-6.510488250000024,-2.320982209675374,-1.7533158101883548,-0.2111875472497096,0.1152585549847216,0.3090144625889975,-2.730814399751447,5.700078313684422,5.26002856955933,10.84576444731508,201.97,162.29,79.97,271.35,232.06,95.78,117.98,97.53,23.97,0.8440645218510212,0.8428162662682288,3.395638555035285,0.8783326714282065,1.558630347251892,0.05557618290185928
PrScS3,Pr,Sc,S,3.0,3.0,-2.0,1.13,1.36,2.58,1.05,184.0,156.0,87.0,-1.4500000000000002,-1.22,-2.31,-2.08,1.793103448275862,0.4728260869565217,0.8478260869565217,0.6277056277056278,0.5865384615384615,-2.320982129999998,-3.2357286599999986,-7.00838179000003,-2.320982209675374,-3.235728771077069,0.8145175879610062,0.1152585549847216,0.2753302914535808,-2.847077729734469,5.700078313684422,6.884657007341072,11.769320157021456,201.97,165.06,74.72999999999999,271.35,217.74,84.92999999999999,117.98,58.09,273.21,0.8223488913072079,0.8871472738316525,2.3269123806531264,0.9494131636776184,2.31441330909729,0.2831892669200897
PrTlS3,Pr,Tl,S,3.0,3.0,-2.0,1.13,1.62,2.58,0.998,184.0,156.0,88.45,-1.4500000000000002,-0.96,-2.31,-1.82,1.7637083097795363,0.4807065217391305,0.8478260869565217,0.6277056277056278,0.5274725274725275,-2.320982129999998,-2.36925177,-7.00838179000003,-2.320982209675374,-2.3692518513323906,0.8145175879610062,0.1152585549847216,-0.1395649868243635,-2.847077729734469,5.700078313684422,5.166986943295928,11.769320157021456,201.97,109.74,74.72999999999999,271.35,154.46,84.92999999999999,117.98,59.04,273.21,0.8058195893559972,0.8824258073348424,2.4051772449825006,1.0501089942084458,1.9497079849243164,0.16261246800422668
TbPrS3,Pr,Tb,S,3.0,3.0,-2.0,1.13,1.1,2.58,1.102,184.0,156.0,92.41,-1.4500000000000002,-1.48,-2.31,-2.34,1.6881289903690078,0.5022282608695652,0.8478260869565217,0.6277056277056278,0.6324786324786326,-2.320982129999998,-3.0839381900000022,-7.00838179000003,-2.320982209675374,-1.3025399247139844,0.8145175879610062,0.1152585549847216,0.4848213986217848,-2.847077729734469,5.700078313684422,6.119534423052706,11.769320157021456,201.97,29.39,74.72999999999999,271.35,257.89,84.92999999999999,117.98,112.45,273.21,0.7620218120618425,0.8697836952656484,2.662986138585916,0.8632198660454968,2.2414157390594482,0.13067887723445892
TbPrSe3,Pr,Tb,Se,3.0,3.0,-2.0,1.13,1.1,2.55,1.084,198.0,156.0,92.41,-1.42,-1.4499999999999995,-2.31,-2.34,1.6881289903690078,0.4667171717171717,0.7878787878787878,0.6147186147186147,0.6196581196581196,-2.320982129999998,-3.0839381900000022,-6.510488250000024,-2.320982209675374,-1.3025399247139844,-0.2111875472497096,0.1152585549847216,0.4848213986217848,-2.730814399751447,5.700078313684422,6.119534423052706,10.84576444731508,201.97,29.39,79.97,271.35,257.89,95.78,117.98,112.45,23.97,0.8224214883155563,0.8619415002295513,2.8144848941318523,0.8550706723280351,1.6374536752700806,0.045539163053035736
PrUSe3,Pr,U,Se,3.0,3.0,-2.0,1.13,1.38,2.55,1.028,198.0,156.0,99.0,-1.42,-1.17,-2.31,-2.06,1.5757575757575757,0.5,0.7878787878787878,0.6147186147186147,0.5679611650485437,-2.320982129999998,-1.99527278,-6.510488250000024,-2.320982209675374,-1.9952728484943232,-0.2111875472497096,0.1152585549847216,0.546861732757815,-2.730814399751447,5.700078313684422,5.590257855882314,10.84576444731508,201.97,187.98,79.97,271.35,241.76,95.78,117.98,131.23,23.97,0.8440645218510212,0.8428162662682288,3.395638555035285,0.9122011847736794,1.5474584102630615,0.0720541924238205
PrInS3,Pr,In,S,3.0,3.0,-2.0,1.13,1.78,2.58,0.966,184.0,156.0,92.0,-1.4500000000000002,-0.8,-2.31,-1.66,1.6956521739130437,0.5,0.8478260869565217,0.6277056277056278,0.4819277108433735,-2.320982129999998,-2.5178859200000034,-7.00838179000003,-2.320982209675374,-2.517886006434747,0.8145175879610062,0.1152585549847216,-0.1678385307595446,-2.847077729734469,5.700078313684422,5.364511578154709,11.769320157021456,201.97,114.07,74.72999999999999,271.35,151.32,84.92999999999999,117.98,49.29,273.21,0.7664684329127514,0.8710757652477458,2.6331571136809435,1.1345667570082922,1.8084386587142944,0.05700923502445221
PrInSe3,Pr,In,Se,3.0,3.0,-2.0,1.13,1.78,2.55,0.948,198.0,156.0,92.0,-1.42,-0.7699999999999998,-2.31,-1.66,1.6956521739130437,0.4646464646464646,0.7878787878787878,0.6147186147186147,0.4638554216867468,-2.320982129999998,-2.5178859200000034,-6.510488250000024,-2.320982209675374,-2.517886006434747,-0.2111875472497096,0.1152585549847216,-0.1678385307595446,-2.730814399751447,5.700078313684422,5.364511578154709,10.84576444731508,201.97,114.07,79.97,271.35,151.32,95.78,117.98,49.29,23.97,0.8268681091664651,0.8631601071781516,2.7853310267244216,1.143892171046461,1.4693245887756348,0.04106530547142029
CeSmS3,Sm,Ce,S,3.0,3.0,-2.0,1.17,1.12,2.58,1.09,184.0,164.0,101.03,-1.41,-1.46,-2.27,-2.32,1.623280213797882,0.5490760869565218,0.8913043478260869,0.6211453744493393,0.6293103448275862,-2.519165209999997,-2.5303330600000007,-7.00838179000003,-2.5191652964786626,-2.5303331468620374,0.8145175879610062,0.530550865217543,0.0869328039854952,-2.847077729734469,5.94376524505028,5.700526061695872,11.769320157021456,194.74,204.28,74.72999999999999,267.86,257.54,84.92999999999999,115.12,118.68,273.21,0.7969345298632441,0.863325894493206,2.8735715772992823,0.8521246955724385,1.9526106119155884,0.1631816029548645
CeSmSe3,Sm,Ce,Se,3.0,3.0,-2.0,1.17,1.12,2.55,1.0719999999999998,198.0,164.0,101.03,-1.38,-1.4299999999999995,-2.27,-2.32,1.623280213797882,0.5102525252525253,0.8282828282828283,0.6079295154185022,0.6163793103448275,-2.519165209999997,-2.5303330600000007,-6.510488250000024,-2.5191652964786626,-2.5303331468620374,-0.2111875472497096,0.530550865217543,0.0869328039854952,-2.730814399751447,5.94376524505028,5.700526061695872,10.84576444731508,194.74,204.28,79.97,267.86,257.54,95.78,115.12,118.68,23.97,0.7960934950446094,0.85601210440653,3.01214427847715,0.8442772414491071,1.333329200744629,0.08384855091571808
CeYSe3,Ce,Y,Se,3.0,3.0,-2.0,1.12,1.22,2.55,1.062,198.0,160.20000000000002,101.0,-1.4299999999999995,-1.3299999999999998,-2.32,-2.22,1.5861386138613862,0.51010101010101,0.8090909090909092,0.6163793103448275,0.5990990990990991,-2.5303330600000007,-2.518776380000004,-6.510488250000024,-2.5303331468620374,-2.5187764664653174,-0.2111875472497096,0.0869328039854952,0.1564045493718278,-2.730814399751447,5.700526061695872,6.250735714575128,10.84576444731508,204.28,178.5,79.97,257.54,235.81,95.78,118.68,94.26,23.97,0.8383367676231454,0.8471113279051834,3.2755702648602054,0.8715451197717771,1.4373959302902222,0.07887743413448334
CeTmS3,Ce,Tm,S,3.0,3.0,-2.0,1.12,1.25,2.58,1.074,184.0,160.20000000000002,100.0,-1.46,-1.33,-2.32,-2.19,1.602,0.5434782608695652,0.8706521739130436,0.6293103448275862,0.6073059360730594,-2.5303330600000007,-3.153999099999999,-7.00838179000003,-2.5303331468620374,-1.0724057668138651,0.8145175879610062,0.0869328039854952,0.5222435779285232,-2.847077729734469,5.700526061695872,6.424661898518719,11.769320157021456,204.28,176.24,74.72999999999999,257.54,254.47,84.92999999999999,118.68,111.95,273.21,0.8263708453108469,0.8569956590505765,3.03834684035726,0.888047031452007,1.8235440254211426,0.1110600084066391
CeTmSe3,Ce,Tm,Se,3.0,3.0,-2.0,1.12,1.25,2.55,1.0559999999999998,198.0,160.20000000000002,100.0,-1.4299999999999995,-1.2999999999999998,-2.32,-2.19,1.602,0.5050505050505051,0.8090909090909092,0.6163793103448275,0.593607305936073,-2.5303330600000007,-3.153999099999999,-6.510488250000024,-2.5303331468620374,-1.0724057668138651,-0.2111875472497096,0.0869328039854952,0.5222435779285232,-2.730814399751447,5.700526061695872,6.424661898518719,10.84576444731508,204.28,176.24,79.97,257.54,254.47,95.78,118.68,111.95,23.97,0.8182854266689673,0.8499539833679526,3.17834684035726,0.8825599766954301,1.329183578491211,0.057766128331422806
CeLuS3,Ce,Lu,S,3.0,3.0,-2.0,1.12,1.27,2.58,1.07,184.0,160.20000000000002,99.0,-1.46,-1.31,-2.32,-2.17,1.6181818181818184,0.5380434782608695,0.8706521739130436,0.6293103448275862,0.6036866359447005,-2.5303330600000007,-1.7533157500000005,-7.00838179000003,-2.5303331468620374,-1.7533158101883548,0.8145175879610062,0.0869328039854952,0.3090144625889975,-2.847077729734469,5.700526061695872,5.26002856955933,11.769320157021456,204.28,162.29,74.72999999999999,257.54,232.06,84.92999999999999,118.68,97.53,273.21,0.8054509442399542,0.8600239122627693,2.9448383723561964,0.8965279543402558,1.620467185974121,0.1362590491771698
CeLuSe3,Ce,Lu,Se,3.0,3.0,-2.0,1.12,1.27,2.55,1.052,198.0,160.20000000000002,99.0,-1.4299999999999995,-1.2799999999999998,-2.32,-2.17,1.6181818181818184,0.5,0.8090909090909092,0.6163793103448275,0.5898617511520736,-2.5303330600000007,-1.7533157500000005,-6.510488250000024,-2.5303331468620374,-1.7533158101883548,-0.2111875472497096,0.0869328039854952,0.3090144625889975,-2.730814399751447,5.700526061695872,5.26002856955933,10.84576444731508,204.28,162.29,79.97,257.54,232.06,95.78,118.68,97.53,23.97,0.7981340807144556,0.8528157812917503,3.086252513770338,0.8911545834208078,1.3702809810638428,0.07728857547044754
CeScS3,Ce,Sc,S,3.0,3.0,-2.0,1.12,1.36,2.58,1.052,184.0,160.20000000000002,87.0,-1.46,-1.22,-2.32,-2.08,1.841379310344828,0.4728260869565217,0.8706521739130436,0.6293103448275862,0.5865384615384615,-2.5303330600000007,-3.2357286599999986,-7.00838179000003,-2.5303331468620374,-3.235728771077069,0.8145175879610062,0.0869328039854952,0.2753302914535808,-2.847077729734469,5.700526061695872,6.884657007341072,11.769320157021456,204.28,165.06,74.72999999999999,257.54,217.74,84.92999999999999,118.68,58.09,273.21,0.8211820881975593,0.8981061519201613,2.163268436006976,0.9635983472834744,1.9945874214172363,0.13431794941425323
CeBiS3,Bi,Ce,S,3.0,3.0,-2.0,2.02,1.12,2.58,0.9200000000000002,184.0,163.0,101.03,-0.56,-1.46,-1.42,-2.32,1.6133821637137484,0.5490760869565218,0.8858695652173914,0.3943661971830986,0.6293103448275862,-4.568780880000002,-2.5303330600000007,-7.00838179000003,-4.56878103683849,-2.5303331468620374,0.8145175879610062,-1.6542288708495247,0.0869328039854952,-2.847077729734469,7.913870035627065,5.700526061695872,11.769320157021456,98.99,204.28,74.72999999999999,130.17,257.54,84.92999999999999,54.69,118.68,273.21,0.8104897118921865,0.860845072957306,2.940027799931069,0.539460697851694,1.305382251739502,0.07601150125265121
CeBiSe3,Bi,Ce,Se,3.0,3.0,-2.0,2.02,1.12,2.55,0.9019999999999998,198.0,163.0,101.03,-0.5299999999999998,-1.4299999999999995,-1.42,-2.32,1.6133821637137484,0.5102525252525253,0.8232323232323232,0.3732394366197182,0.6163793103448275,-4.568780880000002,-2.5303330600000007,-6.510488250000024,-4.56878103683849,-2.5303331468620374,-0.2111875472497096,-1.6542288708495247,0.0869328039854952,-2.730814399751447,7.913870035627065,5.700526061695872,10.84576444731508,98.99,204.28,79.97,130.17,257.54,95.78,54.69,118.68,23.97,0.8074906973078202,0.853647430084965,3.078600501108937,0.5169136610028922,1.2083148956298828,0.1008450835943222
CeUS3,Ce,U,S,3.0,3.0,-2.0,1.12,1.38,2.58,1.048,184.0,160.20000000000002,99.0,-1.46,-1.2000000000000002,-2.32,-2.06,1.6181818181818184,0.5380434782608695,0.8706521739130436,0.6293103448275862,0.5825242718446603,-2.5303330600000007,-1.99527278,-7.00838179000003,-2.5303331468620374,-1.9952728484943232,0.8145175879610062,0.0869328039854952,0.546861732757815,-2.847077729734469,5.700526061695872,5.590257855882314,11.769320157021456,204.28,187.98,74.72999999999999,257.54,241.76,84.92999999999999,118.68,131.23,273.21,0.8054509442399542,0.8600239122627693,2.9448383723561964,0.9290976718827242,1.505002737045288,0.047244392335414886
CeUSe3,Ce,U,Se,3.0,3.0,-2.0,1.12,1.38,2.55,1.03,198.0,160.20000000000002,99.0,-1.4299999999999995,-1.17,-2.32,-2.06,1.6181818181818184,0.5,0.8090909090909092,0.6163793103448275,0.5679611650485437,-2.5303330600000007,-1.99527278,-6.510488250000024,-2.5303331468620374,-1.9952728484943232,-0.2111875472497096,0.0869328039854952,0.546861732757815,-2.730814399751447,5.700526061695872,5.590257855882314,10.84576444731508,204.28,187.98,79.97,257.54,241.76,95.78,118.68,131.23,23.97,0.7981340807144556,0.8528157812917503,3.086252513770338,0.9255175097735184,1.2743487358093262,0.06494051963090897
CeInS3,Ce,In,S,3.0,3.0,-2.0,1.12,1.78,2.58,0.968,184.0,160.20000000000002,92.0,-1.46,-0.8,-2.32,-1.66,1.7413043478260872,0.5,0.8706521739130436,0.6293103448275862,0.4819277108433735,-2.5303330600000007,-2.5178859200000034,-7.00838179000003,-2.5303331468620374,-2.517886006434747,0.8145175879610062,0.0869328039854952,-0.1678385307595446,-2.847077729734469,5.700526061695872,5.364511578154709,11.769320157021456,204.28,114.07,74.72999999999999,257.54,151.32,84.92999999999999,118.68,49.29,273.21,0.765301629803103,0.8818361129361004,2.418659392750794,1.1515183207499635,1.625902533531189,0.055527638643980026
CeInSe3,Ce,In,Se,3.0,3.0,-2.0,1.12,1.78,2.55,0.9499999999999998,198.0,160.20000000000002,92.0,-1.4299999999999995,-0.7699999999999998,-2.32,-1.66,1.7413043478260872,0.4646464646464646,0.8090909090909092,0.6163793103448275,0.4638554216867468,-2.5303330600000007,-2.5178859200000034,-6.510488250000024,-2.5303331468620374,-2.517886006434747,-0.2111875472497096,0.0869328039854952,-0.1678385307595446,-2.730814399751447,5.700526061695872,5.364511578154709,10.84576444731508,204.28,114.07,79.97,257.54,151.32,95.78,118.68,49.29,23.97,0.8340717227993432,0.8734009898056891,2.570833305794272,1.1605907241383482,1.2157654762268066,0.048341404646635056
NdTaS3,Nd,Ta,S,3.0,3.0,-2.0,1.14,1.5,2.58,1.0200000000000002,184.0,127.64,79.0,-1.4400000000000002,-1.08,-2.3,-1.94,1.6156962025316457,0.4293478260869565,0.693695652173913,0.6260869565217393,0.5567010309278351,-2.1210724900000018,-3.5963150900000027,-7.00838179000003,-2.121072562812813,-3.5963152134553904,0.8145175879610062,0.3586248253414548,-0.2825051047029557,-2.847077729734469,5.776794692320843,7.686524689847838,11.769320157021456,200.25,146.65,74.72999999999999,272.22,204.33,84.92999999999999,117.44,83.7,273.21,0.8396457789031593,0.8378833170317475,3.432141490458008,0.9423151507487482,1.9192960262298584,0.3953804671764374
NdHfS3,Nd,Hf,S,2.0,4.0,-2.0,1.14,1.3,2.58,1.0600000000000005,184.0,150.18,85.0,-1.4400000000000002,-1.28,-2.3,-2.14,1.766823529411765,0.4619565217391304,0.8161956521739131,0.6260869565217393,0.5981308411214954,-2.1210724900000018,-2.693665829999998,-7.00838179000003,-2.121072562812813,-2.693665922468976,0.8145175879610062,0.3586248253414548,0.1845735353332302,-2.847077729734469,5.776794692320843,6.50368793830198,11.769320157021456,200.25,153.65,74.72999999999999,272.22,213.77,84.92999999999999,117.44,89.50999999999999,273.21,0.841649552117221,0.8784443842949454,4.372981750510439,0.9195021109522092,1.7145159244537354,0.20046190917491913
NdZrSe3,Nd,Zr,Se,3.0,3.0,-2.0,1.14,1.33,2.55,1.036,198.0,127.64,85.0,-1.41,-1.2199999999999998,-2.3,-2.11,1.5016470588235291,0.4292929292929293,0.6446464646464647,0.6130434782608696,0.5781990521327013,-2.1210724900000018,-3.6022224400000007,-6.510488250000024,-2.121072562812813,-3.602222563658176,-0.2111875472497096,0.3586248253414548,-0.2714066713124998,-2.730814399751447,5.776794692320843,7.139550537079975,10.84576444731508,200.25,166.94,79.97,272.22,222.0,95.78,117.44,84.44,23.97,0.8287746501428266,0.813649583931575,4.409973003715408,0.8626831351228902,1.3140431642532349,0.06843465566635132
YbSmS3,Sm,Yb,S,3.0,3.0,-2.0,1.17,1.1,2.58,1.094,184.0,164.0,102.0,-1.41,-1.48,-2.27,-2.34,1.607843137254902,0.5543478260869565,0.8913043478260869,0.6211453744493393,0.6324786324786326,-2.519165209999997,-3.076992080000003,-7.00838179000003,-2.5191652964786626,-1.0944533775707237,0.8145175879610062,0.530550865217543,0.4767999173605045,-2.847077729734469,5.94376524505028,6.531525574217345,11.769320157021456,194.74,173.83,74.72999999999999,267.86,248.9,84.92999999999999,115.12,112.51,273.21,0.8170333189687436,0.8603978311447499,2.9609952038198246,0.844980534610962,1.7281447649002075,0.2764812409877777
YbSmSe3,Sm,Yb,Se,3.0,3.0,-2.0,1.17,1.1,2.55,1.0759999999999998,198.0,164.0,102.0,-1.38,-1.4499999999999995,-2.27,-2.34,1.607843137254902,0.5151515151515151,0.8282828282828283,0.6079295154185022,0.6196581196581196,-2.519165209999997,-3.076992080000003,-6.510488250000024,-2.5191652964786626,-1.0944533775707237,-0.2111875472497096,0.530550865217543,0.4767999173605045,-2.730814399751447,5.94376524505028,6.531525574217345,10.84576444731508,194.74,173.83,79.97,267.86,248.9,95.78,115.12,112.51,23.97,0.8154467856872191,0.8532443319356154,3.0982501057806084,0.8370945151713473,1.3671677112579346,0.07082192599773407
YbBiS3,Bi,Yb,S,3.0,3.0,-2.0,2.02,1.1,2.58,0.9240000000000004,184.0,163.0,102.0,-0.56,-1.48,-1.42,-2.34,1.5980392156862746,0.5543478260869565,0.8858695652173914,0.3943661971830986,0.6324786324786326,-4.568780880000002,-3.076992080000003,-7.00838179000003,-4.56878103683849,-1.0944533775707237,0.8145175879610062,-1.6542288708495247,0.4767999173605045,-2.847077729734469,7.913870035627065,6.531525574217345,11.769320157021456,98.99,173.83,74.72999999999999,130.17,248.9,84.92999999999999,54.69,112.51,273.21,0.8305885009976861,0.8579254235839892,3.0307750275708143,0.5349378925887226,1.4326366186141968,0.08774293959140778
YbBiSe3,Bi,Yb,Se,3.0,3.0,-2.0,2.02,1.1,2.55,0.906,198.0,163.0,102.0,-0.5299999999999998,-1.4499999999999995,-1.42,-2.34,1.5980392156862746,0.5151515151515151,0.8232323232323232,0.3732394366197182,0.6196581196581196,-4.568780880000002,-3.076992080000003,-6.510488250000024,-4.56878103683849,-1.0944533775707237,-0.2111875472497096,-1.6542288708495247,0.4767999173605045,-2.730814399751447,7.913870035627065,6.531525574217345,10.84576444731508,98.99,173.83,79.97,130.17,248.9,95.78,54.69,112.51,23.97,0.8268439879504299,0.8508873033943568,3.168029929531599,0.5125159949828467,1.26865816116333,0.10143344849348068
