formula,A,B,X,nA,nB,nX,chi_A,chi_B,chi_X,chi_diff,rX,rA,rB,delta_chi_AX,delta_chi_BX,delta_chi_AO,delta_chi_BO,rA_rB_ratio,rB_rX_ratio,rA_rX_ratio,chi_AX_ratio,chi_BX_ratio,HOMO_A,HOMO_B,HOMO_X,LUMO_A,LUMO_B,LUMO_X,EA_A,EA_B,EA_X,IP_A,IP_B,IP_X,rS_A,rS_B,rS_X,rP_A,rP_B,rP_X,rD_A,rD_B,rD_X,t_sisso,t,tau,t_jess,bandgap,bandgap_sigma
EuInS3,Eu,In,S,3.0,3.0,-2.0,1.2,1.78,2.58,0.952,184.0,164.0,92.0,-1.38,-0.8,-2.24,-1.66,1.7826086956521738,0.5,0.8913043478260869,0.6160714285714286,0.4819277108433735,-2.76744646,-2.5178859200000034,-7.00838179000003,-2.76744655500174,-2.517886006434747,0.8145175879610062,0.4802925635161391,-0.1678385307595446,-2.847077729734469,6.002313428086848,5.364511578154709,11.769320157021456,31.35,114.07,74.72999999999999,267.74,151.32,84.92999999999999,114.02,49.29,273.21,0.761309132109916,0.8915716656065162,2.2510482451204403,1.13973904663583,1.4791889190673828,0.25316089391708374
EuInSe3,Eu,In,Se,3.0,3.0,-2.0,1.2,1.78,2.55,0.9339999999999998,198.0,164.0,92.0,-1.35,-0.7699999999999998,-2.24,-1.66,1.7826086956521738,0.4646464646464646,0.8282828282828283,0.6026785714285713,0.4638554216867468,-2.76744646,-2.5178859200000034,-6.510488250000024,-2.76744655500174,-2.517886006434747,-0.2111875472497096,0.4802925635161391,-0.1678385307595446,-2.730814399751447,6.002313428086848,5.364511578154709,10.84576444731508,31.35,114.07,79.97,267.74,151.32,95.78,114.02,49.29,23.97,0.838115220699274,0.8826665502782228,2.4032221581639184,1.146831945253651,1.2377796173095703,0.06857982277870178
SnPbS3,Pb,Sn,S,2.0,4.0,-2.0,2.33,1.96,2.58,0.6900000000000001,184.0,149.22,86.0,-0.25,-0.6200000000000001,-1.11,-1.48,1.7351162790697674,0.4673913043478261,0.8109782608695653,0.2252252252252252,0.4189189189189189,-3.496077730000001,-3.6934392700000016,-7.00838179000003,-3.4960778500144083,-3.693439396789498,0.8145175879610062,-0.8830451593257576,-1.0130803347838755,-2.847077729734469,6.576348032711487,6.875250052003975,11.769320157021456,103.96,106.59,74.72999999999999,140.49,135.54,84.92999999999999,56.76,46.940000000000005,273.21,0.8286838543574511,0.872676722797992,4.436746955719292,0.4691810337623613,1.689504861831665,0.06709553301334381
PrPbS3,Pb,Pr,S,2.0,4.0,-2.0,2.33,1.13,2.58,0.8560000000000001,184.0,149.22,84.98,-0.25,-1.4500000000000002,-1.11,-2.31,1.7559425747234645,0.4618478260869565,0.8109782608695653,0.2252252252252252,0.6277056277056278,-3.496077730000001,-2.320982129999998,-7.00838179000003,-3.4960778500144083,-2.320982209675374,0.8145175879610062,-0.8830451593257576,0.1152585549847216,-2.847077729734469,6.576348032711487,5.700078313684422,11.769320157021456,103.96,201.97,74.72999999999999,140.49,271.35,84.92999999999999,56.76,117.98,273.21,0.8406152159242932,0.8759860032547321,4.402957828299343,0.3143099825284919,1.9778590202331543,0.18459375202655792
CePbS3,Pb,Ce,S,2.0,4.0,-2.0,2.33,1.12,2.58,0.8580000000000001,184.0,149.22,86.8,-0.25,-1.46,-1.11,-2.32,1.7191244239631336,0.4717391304347826,0.8109782608695653,0.2252252252252252,0.6293103448275862,-3.496077730000001,-2.5303330600000007,-7.00838179000003,-3.4960778500144083,-2.5303331468620374,0.8145175879610062,-0.8830451593257576,0.0869328039854952,-2.847077729734469,6.576348032711487,5.700526061695872,11.769320157021456,103.96,204.28,74.72999999999999,140.49,257.54,84.92999999999999,56.76,118.68,273.21,0.8194245289446545,0.8700986527158708,4.465612996118709,0.3114014677127022,1.6724369525909424,0.11632057279348373
HfPbS3,Pb,Hf,S,2.0,4.0,-2.0,2.33,1.3,2.58,0.8220000000000001,184.0,149.22,85.0,-0.25,-1.28,-1.11,-2.14,1.7555294117647058,0.4619565217391304,0.8109782608695653,0.2252252252252252,0.5981308411214954,-3.496077730000001,-2.693665829999998,-7.00838179000003,-3.4960778500144083,-2.693665922468976,0.8145175879610062,-0.8830451593257576,0.1845735353332302,-2.847077729734469,6.576348032711487,6.50368793830198,11.769320157021456,103.96,153.65,74.72999999999999,140.49,213.77,84.92999999999999,56.76,89.50999999999999,273.21,0.8403798941206422,0.8759208741838582,4.403588352641382,0.3298266242175986,1.6561229228973389,0.4787103533744812
ZrPbS3,Pb,Zr,S,2.0,4.0,-2.0,2.33,1.33,2.58,0.8160000000000001,184.0,149.22,85.0,-0.25,-1.25,-1.11,-2.11,1.7555294117647058,0.4619565217391304,0.8109782608695653,0.2252252252252252,0.5924170616113744,-3.496077730000001,-3.6022224400000007,-7.00838179000003,-3.4960778500144083,-3.602222563658176,0.8145175879610062,-0.8830451593257576,-0.2714066713124998,-2.847077729734469,6.576348032711487,7.139550537079975,11.769320157021456,103.96,166.94,74.72999999999999,140.49,222.0,84.92999999999999,56.76,84.44,273.21,0.8403798941206422,0.8759208741838582,4.403588352641382,0.3330077557708001,1.6528841257095337,0.2915365397930145
SrSnS3,Sr,Sn,S,2.0,4.0,-2.0,0.95,1.96,2.58,0.966,184.0,168.0,86.0,-1.63,-0.6200000000000001,-2.49,-1.48,1.9534883720930232,0.4673913043478261,0.9130434782608696,0.6546184738955824,0.4189189189189189,-3.5257832000000016,-3.6934392700000016,-7.00838179000003,-1.2811882639810177,-3.693439396789498,0.8145175879610062,0.150586057166743,-1.0130803347838755,-2.847077729734469,5.884929518021573,6.875250052003975,11.769320157021456,195.84,106.59,74.72999999999999,254.93,135.54,84.92999999999999,111.21,46.940000000000005,273.21,0.8215029328415404,0.9218600516922548,3.97418154426762,1.4405332223749163,1.485643744468689,0.11282254010438919
SrPrS3,Sr,Pr,S,2.0,4.0,-2.0,0.95,1.13,2.58,1.132,184.0,168.0,84.98,-1.63,-1.4500000000000002,-2.49,-2.31,1.9769357495881383,0.4618478260869565,0.9130434782608696,0.6546184738955824,0.6277056277056278,-3.5257832000000016,-2.320982129999998,-7.00838179000003,-1.2811882639810177,-2.320982209675374,0.8145175879610062,0.150586057166743,0.1152585549847216,-2.847077729734469,5.884929518021573,5.700078313684422,11.769320157021456,195.84,201.97,74.72999999999999,254.93,271.35,84.92999999999999,111.21,117.98,273.21,0.8334342944083828,0.9253558404227408,3.966525362220052,0.9650304240254108,2.469003438949585,0.08719480782747269
SrCeS3,Sr,Ce,S,2.0,4.0,-2.0,0.95,1.12,2.58,1.134,184.0,168.0,86.8,-1.63,-1.46,-2.49,-2.32,1.935483870967742,0.4717391304347826,0.9130434782608696,0.6546184738955824,0.6293103448275862,-3.5257832000000016,-2.5303330600000007,-7.00838179000003,-1.2811882639810177,-2.5303331468620374,0.8145175879610062,0.150586057166743,0.0869328039854952,-2.847077729734469,5.884929518021573,5.700526061695872,11.769320157021456,195.84,204.28,74.72999999999999,254.93,257.54,84.92999999999999,111.21,118.68,273.21,0.8122436074287438,0.9191366837404312,3.981744359663545,0.9561003694869384,2.0398614406585693,0.07229282706975937
SrHfS3,Sr,Hf,S,2.0,4.0,-2.0,0.95,1.3,2.58,1.098,184.0,168.0,85.0,-1.63,-1.28,-2.49,-2.14,1.9764705882352944,0.4619565217391304,0.9130434782608696,0.6546184738955824,0.5981308411214954,-3.5257832000000016,-2.693665829999998,-7.00838179000003,-1.2811882639810177,-2.693665922468976,0.8145175879610062,0.150586057166743,0.1845735353332302,-2.847077729734469,5.884929518021573,6.50368793830198,11.769320157021456,195.84,153.65,74.72999999999999,254.93,213.77,84.92999999999999,111.21,89.50999999999999,273.21,0.833198972604732,0.9252870407320032,3.966654155929642,1.012671390399527,1.8458789587020874,0.16430726647377014
SrZrS3,Sr,Zr,S,2.0,4.0,-2.0,0.95,1.33,2.58,1.092,184.0,168.0,85.0,-1.63,-1.25,-2.49,-2.11,1.9764705882352944,0.4619565217391304,0.9130434782608696,0.6546184738955824,0.5924170616113744,-3.5257832000000016,-3.6022224400000007,-7.00838179000003,-1.2811882639810177,-3.602222563658176,0.8145175879610062,0.150586057166743,-0.2714066713124998,-2.847077729734469,5.884929518021573,7.139550537079975,11.769320157021456,195.84,166.94,74.72999999999999,254.93,222.0,84.92999999999999,111.21,84.44,273.21,0.833198972604732,0.9252870407320032,3.966654155929642,1.0224384639966515,1.8260867595672607,0.03246024623513222
SrUS3,Sr,U,S,2.0,4.0,-2.0,0.95,1.38,2.58,1.082,184.0,168.0,99.0,-1.63,-1.2000000000000002,-2.49,-2.06,1.696969696969697,0.5380434782608695,0.9130434782608696,0.6546184738955824,0.5825242718446603,-3.5257832000000016,-1.99527278,-7.00838179000003,-1.2811882639810177,-1.9952728484943232,0.8145175879610062,0.150586057166743,0.546861732757815,-2.847077729734469,5.884929518021573,5.590257855882314,11.769320157021456,195.84,187.98,74.72999999999999,254.93,241.76,84.92999999999999,111.21,131.23,273.21,0.6991290769448593,0.879513123522646,4.276241281239079,0.9883631747537952,2.533442497253418,0.1727747768163681
SrUSe3,Sr,U,Se,2.0,4.0,-2.0,0.95,1.38,2.55,1.0639999999999998,198.0,168.0,99.0,-1.6,-1.17,-2.49,-2.06,1.696969696969697,0.5,0.8484848484848485,0.6425702811244979,0.5679611650485437,-3.5257832000000016,-1.99527278,-6.510488250000024,-1.2811882639810177,-1.9952728484943232,-0.2111875472497096,0.150586057166743,0.546861732757815,-2.730814399751447,5.884929518021573,5.590257855882314,10.84576444731508,195.84,187.98,79.97,254.93,241.76,95.78,111.21,131.23,23.97,0.7664822181464274,0.8713863091925755,4.41765542265322,0.9858542804032296,2.6345858573913574,0.32798439264297485
CaSnS3,Ca,Sn,S,2.0,4.0,-2.0,1.0,1.96,2.58,0.956,184.0,156.0,86.0,-1.58,-0.6200000000000001,-2.44,-1.48,1.813953488372093,0.4673913043478261,0.8478260869565217,0.6475409836065574,0.4189189189189189,-3.766160950000002,-3.6934392700000016,-7.00838179000003,-1.9458476867976409,-3.693439396789498,0.8145175879610062,0.1499954621481116,-1.0130803347838755,-2.847077729734469,6.309260154585895,6.875250052003975,11.769320157021456,179.84,106.59,74.72999999999999,231.02,135.54,84.92999999999999,67.61,46.940000000000005,273.21,0.8339097137082838,0.8904330044754734,4.231648919595003,1.3763805775154994,2.1159162521362305,0.028511488810181618
CaCeS3,Ca,Ce,S,2.0,4.0,-2.0,1.0,1.12,2.58,1.124,184.0,156.0,86.8,-1.58,-1.46,-2.44,-2.32,1.7972350230414746,0.4717391304347826,0.8478260869565217,0.6475409836065574,0.6293103448275862,-3.766160950000002,-2.5303330600000007,-7.00838179000003,-1.9458476867976409,-2.5303331468620374,0.8145175879610062,0.1499954621481116,0.0869328039854952,-2.847077729734469,6.309260154585895,5.700526061695872,11.769320157021456,179.84,204.28,74.72999999999999,231.02,257.54,84.92999999999999,67.61,118.68,273.21,0.8246503882954872,0.8878024786129166,4.251114283564172,0.9135214365606074,2.0567569732666016,0.03413591906428337
CaUSe3,Ca,U,Se,2.0,4.0,-2.0,1.0,1.38,2.55,1.054,198.0,156.0,99.0,-1.5499999999999998,-1.17,-2.44,-2.06,1.5757575757575757,0.5,0.7878787878787878,0.6352459016393442,0.5679611650485437,-3.766160950000002,-1.99527278,-6.510488250000024,-1.9458476867976409,-1.9952728484943232,-0.2111875472497096,0.1499954621481116,0.546861732757815,-2.730814399751447,6.309260154585895,5.590257855882314,10.84576444731508,179.84,187.98,79.97,231.02,241.76,95.78,67.61,131.23,23.97,0.8440645218510212,0.8428162662682288,4.930425703356857,0.9426623014552524,2.3901314735412598,0.1431022733449936
SnGeS3,Sn,Ge,S,2.0,4.0,-2.0,1.96,2.01,2.58,0.7540000000000001,184.0,86.0,61.6,-0.6200000000000001,-0.5700000000000003,-1.48,-1.4300000000000002,1.396103896103896,0.3347826086956522,0.4673913043478261,0.4189189189189189,0.3986013986013987,-3.6934392700000016,-3.8949312500000026,-7.00838179000003,-3.693439396789498,-3.894931383706377,0.8145175879610062,-1.0130803347838755,-0.9159627234370702,-2.847077729734469,6.875250052003975,7.445211421588107,11.769320157021456,106.59,92.2,74.72999999999999,135.54,117.22,84.92999999999999,46.940000000000005,26.66,273.21,0.7011673009235928,0.7773587615714459,7.354797663952091,0.8169823115330058,2.243492603302002,0.0337984673678875
SnGeSe3,Sn,Ge,Se,2.0,4.0,-2.0,1.96,2.01,2.55,0.736,198.0,86.0,61.6,-0.5899999999999999,-0.54,-1.48,-1.4300000000000002,1.396103896103896,0.3111111111111111,0.4343434343434343,0.3986486486486486,0.3776223776223776,-3.6934392700000016,-3.8949312500000026,-6.510488250000024,-3.693439396789498,-3.894931383706377,-0.2111875472497096,-1.0130803347838755,-0.9159627234370702,-2.730814399751447,6.875250052003975,7.445211421588107,10.84576444731508,106.59,92.2,79.97,135.54,117.22,95.78,46.940000000000005,26.66,23.97,0.6860881386921981,0.773570230027863,7.582070391224819,0.816643146990125,1.7237434387207031,0.06051138415932655
VSnS3,Sn,V,S,2.0,4.0,-2.0,1.96,1.63,2.58,0.8300000000000001,184.0,86.0,66.0,-0.6200000000000001,-0.9500000000000002,-1.48,-1.81,1.303030303030303,0.358695652173913,0.4673913043478261,0.4189189189189189,0.5248618784530388,-3.6934392700000016,-4.348428499999998,-7.00838179000003,-3.693439396789498,-4.348428649274164,0.8145175879610062,-1.0130803347838755,-0.78074486180114,-2.847077729734469,6.875250052003975,7.169663669121636,11.769320157021456,106.59,148.18,74.72999999999999,135.54,205.66,84.92999999999999,46.940000000000005,47.59,273.21,0.8179862593670659,0.7636772473677883,8.6334923665095,0.609529592458131,1.6640915870666504,0.09433435648679733
VSnSe3,Sn,V,Se,2.0,4.0,-2.0,1.96,1.63,2.55,0.8119999999999999,198.0,86.0,66.0,-0.5899999999999999,-0.92,-1.48,-1.81,1.303030303030303,0.3333333333333333,0.4343434343434343,0.3986486486486486,0.5082872928176795,-3.6934392700000016,-4.348428499999998,-6.510488250000024,-3.693439396789498,-4.348428649274164,-0.2111875472497096,-1.0130803347838755,-0.78074486180114,-2.730814399751447,6.875250052003975,7.169663669121636,10.84576444731508,106.59,148.18,79.97,135.54,205.66,95.78,46.940000000000005,47.59,23.97,0.754376825417749,0.760677392860732,8.845613578630712,0.5965976702673148,1.3594532012939453,0.053571783006191254
SnRhS3,Sn,Rh,S,2.0,4.0,-2.0,1.96,2.28,2.58,0.7000000000000002,184.0,86.0,60.12,-0.6200000000000001,-0.3000000000000002,-1.48,-1.16,1.430472388556221,0.3267391304347826,0.4673913043478261,0.4189189189189189,0.2586206896551726,-3.6934392700000016,-3.3722443599999976,-7.00838179000003,-3.693439396789498,-3.3722444757634187,0.8145175879610062,-1.0130803347838755,-0.8612050155585504,-2.847077729734469,6.875250052003975,8.367325920243628,11.769320157021456,106.59,145.95,74.72999999999999,135.54,217.77,84.92999999999999,46.940000000000005,61.38,273.21,0.7232922406150561,0.782071570710909,7.051905818645371,1.2668150307551471,1.3545849323272705,0.045989733189344406
SnRhSe3,Sn,Rh,Se,2.0,4.0,-2.0,1.96,2.28,2.55,0.6819999999999999,198.0,86.0,60.12,-0.5899999999999999,-0.27,-1.48,-1.16,1.430472388556221,0.3036363636363636,0.4343434343434343,0.3986486486486486,0.2327586206896551,-3.6934392700000016,-3.3722443599999976,-6.510488250000024,-3.693439396789498,-3.3722444757634187,-0.2111875472497096,-1.0130803347838755,-0.8612050155585504,-2.730814399751447,6.875250052003975,8.367325920243628,10.84576444731508,106.59,145.95,79.97,135.54,217.77,95.78,46.940000000000005,61.38,23.97,0.7104074443468984,0.7780057016706696,7.28477341678243,1.3325002558143295,1.14811372756958,0.0490347221493721
AlSnSe3,Sn,Al,Se,3.0,3.0,-2.0,1.96,1.61,2.55,0.8159999999999998,198.0,86.0,69.0,-0.5899999999999999,-0.9399999999999996,-1.48,-1.83,1.2463768115942029,0.3484848484848485,0.4343434343434343,0.3986486486486486,0.5136612021857923,-3.6934392700000016,-2.712046639999999,-6.510488250000024,-3.693439396789498,-2.7120467330999567,-0.2111875472497096,-1.0130803347838755,-0.3481498809512196,-2.730814399751447,6.875250052003975,5.763264318842405,10.84576444731508,106.59,110.43,79.97,135.54,139.64,95.78,46.940000000000005,999.99,23.97,0.8291316182916132,0.7521304558622968,10.847030684454468,0.5837228674486212,2.5434536933898926,0.18730342388153076
CeCdS3,Cd,Ce,S,2.0,4.0,-2.0,1.69,1.12,2.58,0.9860000000000002,184.0,156.0,86.8,-0.8900000000000001,-1.46,-1.75,-2.32,1.7972350230414746,0.4717391304347826,0.8478260869565217,0.5085714285714287,0.6293103448275862,-5.657022910000005,-2.5303330600000007,-7.00838179000003,-1.1571185497219154,-2.5303331468620374,0.8145175879610062,0.9482623915387752,0.0869328039854952,-2.847077729734469,9.27193000127873,5.700526061695872,11.769320157021456,123.55,204.28,74.72999999999999,179.66,257.54,84.92999999999999,51.92,118.68,273.21,0.8246503882954872,0.8878024786129166,4.251114283564172,0.7174694942622115,2.074460983276367,0.06353512406349182
UCdSe3,Cd,U,Se,2.0,4.0,-2.0,1.69,1.38,2.55,0.916,198.0,156.0,99.0,-0.8599999999999999,-1.17,-1.75,-2.06,1.5757575757575757,0.5,0.7878787878787878,0.4914285714285714,0.5679611650485437,-5.657022910000005,-1.99527278,-6.510488250000024,-1.1571185497219154,-1.9952728484943232,-0.2111875472497096,0.9482623915387752,0.546861732757815,-2.730814399751447,9.27193000127873,5.590257855882314,10.84576444731508,123.55,187.98,79.97,179.66,241.76,95.78,51.92,131.23,23.97,0.8440645218510212,0.8428162662682288,4.930425703356857,0.7292470316585075,2.0977137088775635,0.12607760727405548
PrCuS3,Cu,Pr,S,2.0,4.0,-2.0,1.9,1.13,2.58,0.942,184.0,134.0,84.98,-0.6800000000000002,-1.4500000000000002,-1.54,-2.31,1.576841609790539,0.4618478260869565,0.7282608695652174,0.4415584415584416,0.6277056277056278,-4.608164319999999,-2.320982129999998,-7.00838179000003,-0.6024405606807606,-2.320982209675374,0.8145175879610062,-1.5474569751238811,0.1152585549847216,-2.847077729734469,8.147436993683963,5.700078313684422,11.769320157021456,120.22,201.97,74.72999999999999,203.02,271.35,84.92999999999999,31.9,117.98,273.21,0.8102893857425761,0.835974878563726,5.089936379665691,0.5880650869896555,1.6540076732635498,0.2193296253681183
PrCuSe3,Cu,Pr,Se,2.0,4.0,-2.0,1.9,1.13,2.55,0.924,198.0,134.0,84.98,-0.6499999999999999,-1.42,-1.54,-2.31,1.576841609790539,0.4291919191919192,0.6767676767676768,0.422077922077922,0.6147186147186147,-4.608164319999999,-2.320982129999998,-6.510488250000024,-0.6024405606807606,-2.320982209675374,-0.2111875472497096,-1.5474569751238811,0.1152585549847216,-2.730814399751447,8.147436993683963,5.700078313684422,10.84576444731508,120.22,201.97,79.97,203.02,271.35,95.78,31.9,117.98,23.97,0.8222221408473394,0.8295994158928446,5.254681025464702,0.5696193172503685,1.4576258659362793,0.21331043541431427
CeCuSe3,Cu,Ce,Se,2.0,4.0,-2.0,1.9,1.12,2.55,0.926,198.0,134.0,86.8,-0.6499999999999999,-1.4299999999999995,-1.54,-2.32,1.543778801843318,0.4383838383838384,0.6767676767676768,0.422077922077922,0.6163793103448275,-4.608164319999999,-2.5303330600000007,-6.510488250000024,-0.6024405606807606,-2.5303331468620374,-0.2111875472497096,-1.5474569751238811,0.0869328039854952,-2.730814399751447,8.147436993683963,5.700526061695872,10.84576444731508,120.22,204.28,79.97,203.02,257.54,95.78,31.9,118.68,23.97,0.8093327740661633,0.8242979027716192,5.391473779545456,0.5644542899734819,1.25193452835083,0.13376258313655853
ScCuSe3,Cu,Sc,Se,3.0,3.0,-2.0,1.9,1.36,2.55,0.878,198.0,134.0,87.0,-0.6499999999999999,-1.1899999999999995,-1.54,-2.08,1.5402298850574712,0.4393939393939394,0.6767676767676768,0.422077922077922,0.5721153846153845,-4.608164319999999,-3.2357286599999986,-6.510488250000024,-0.6024405606807606,-3.235728771077069,-0.2111875472497096,-1.5474569751238811,0.2753302914535808,-2.730814399751447,8.147436993683963,6.884657007341072,10.84576444731508,120.22,165.06,79.97,203.02,217.74,95.78,31.9,58.09,23.97,0.8136544730746447,0.8237194481030076,3.9735947319289,0.6076987306751427,1.6181906461715698,0.47544795274734497
TlCuSe3,Cu,Tl,Se,3.0,3.0,-2.0,1.9,1.62,2.55,0.8260000000000001,198.0,134.0,88.45,-0.6499999999999999,-0.9299999999999996,-1.54,-1.82,1.5149802148106275,0.4467171717171717,0.6767676767676768,0.422077922077922,0.5109890109890108,-4.608164319999999,-2.36925177,-6.510488250000024,-0.6024405606807606,-2.3692518513323906,-0.2111875472497096,-1.5474569751238811,-0.1395649868243635,-2.730814399751447,8.147436993683963,5.166986943295928,10.84576444731508,120.22,109.74,79.97,203.02,154.46,95.78,31.9,59.04,23.97,0.84483023967232,0.8195498087252826,4.179608733112097,0.6769497442549989,1.2118806838989258,0.15798698365688324
HfCuS3,Cu,Hf,S,2.0,4.0,-2.0,1.9,1.3,2.58,0.908,184.0,134.0,85.0,-0.6800000000000002,-1.28,-1.54,-2.14,1.576470588235294,0.4619565217391304,0.7282608695652174,0.4415584415584416,0.5981308411214954,-4.608164319999999,-2.693665829999998,-7.00838179000003,-0.6024405606807606,-2.693665922468976,0.8145175879610062,-1.5474569751238811,0.1845735353332302,-2.847077729734469,8.147436993683963,6.50368793830198,11.769320157021456,120.22,153.65,74.72999999999999,203.02,213.77,84.92999999999999,31.9,89.50999999999999,273.21,0.8107420988505747,0.8359127242976618,5.091376647175331,0.6170962846986392,1.430194616317749,0.2378503382205963
HfCuSe3,Cu,Hf,Se,2.0,4.0,-2.0,1.9,1.3,2.55,0.8900000000000001,198.0,134.0,85.0,-0.6499999999999999,-1.2499999999999998,-1.54,-2.14,1.576470588235294,0.4292929292929293,0.6767676767676768,0.422077922077922,0.5841121495327103,-4.608164319999999,-2.693665829999998,-6.510488250000024,-0.6024405606807606,-2.693665922468976,-0.2111875472497096,-1.5474569751238811,0.1845735353332302,-2.730814399751447,8.147436993683963,6.50368793830198,10.84576444731508,120.22,153.65,79.97,203.02,213.77,95.78,31.9,89.50999999999999,23.97,0.8219868190436883,0.8295407869588592,5.256082529528271,0.5994240180050769,1.4097721576690674,0.24724794924259186
ZrCuS3,Cu,Zr,S,2.0,4.0,-2.0,1.9,1.33,2.58,0.902,184.0,134.0,85.0,-0.6800000000000002,-1.25,-1.54,-2.11,1.576470588235294,0.4619565217391304,0.7282608695652174,0.4415584415584416,0.5924170616113744,-4.608164319999999,-3.6022224400000007,-7.00838179000003,-0.6024405606807606,-3.602222563658176,0.8145175879610062,-1.5474569751238811,-0.2714066713124998,-2.847077729734469,8.147436993683963,7.139550537079975,11.769320157021456,120.22,166.94,74.72999999999999,203.02,222.0,84.92999999999999,31.9,84.44,273.21,0.8107420988505747,0.8359127242976618,5.091376647175331,0.6230480918557326,1.6169178485870361,0.16889765858650208
ZrCuSe3,Cu,Zr,Se,2.0,4.0,-2.0,1.9,1.33,2.55,0.884,198.0,134.0,85.0,-0.6499999999999999,-1.2199999999999998,-1.54,-2.11,1.576470588235294,0.4292929292929293,0.6767676767676768,0.422077922077922,0.5781990521327013,-4.608164319999999,-3.6022224400000007,-6.510488250000024,-0.6024405606807606,-3.602222563658176,-0.2111875472497096,-1.5474569751238811,-0.2714066713124998,-2.730814399751447,8.147436993683963,7.139550537079975,10.84576444731508,120.22,166.94,79.97,203.02,222.0,95.78,31.9,84.44,23.97,0.8219868190436883,0.8295407869588592,5.256082529528271,0.605554177833764,1.3535375595092773,0.19251742959022522
PrMgS3,Mg,Pr,S,2.0,4.0,-2.0,1.31,1.13,2.58,1.06,184.0,144.0,84.98,-1.27,-1.4500000000000002,-2.13,-2.31,1.694516356789833,0.4618478260869565,0.782608695652174,0.5962441314553991,0.6277056277056278,-4.705333049999998,-2.320982129999998,-7.00838179000003,-1.3065628048520797,-2.320982209675374,0.8145175879610062,0.500356888176296,0.1152585549847216,-2.847077729734469,7.971349299642951,5.700078313684422,11.769320157021456,135.17999999999998,201.97,74.72999999999999,191.16,271.35,84.92999999999999,561.2099999999999,117.98,273.21,0.8306767270985898,0.8622633967575538,4.591172202365912,0.8190455324810217,2.2111074924468994,0.04372144117951393
CeMgS3,Mg,Ce,S,2.0,4.0,-2.0,1.31,1.12,2.58,1.062,184.0,144.0,86.8,-1.27,-1.46,-2.13,-2.32,1.6589861751152075,0.4717391304347826,0.782608695652174,0.5962441314553991,0.6293103448275862,-4.705333049999998,-2.5303330600000007,-7.00838179000003,-1.3065628048520797,-2.5303331468620374,0.8145175879610062,0.500356888176296,0.0869328039854952,-2.847077729734469,7.971349299642951,5.700526061695872,11.769320157021456,135.17999999999998,204.28,74.72999999999999,191.16,257.54,84.92999999999999,561.2099999999999,118.68,273.21,0.8094860401189508,0.8564682734854019,4.674396030381074,0.8114663711484302,2.0022239685058594,0.034006986767053604
HfMgS3,Mg,Hf,S,2.0,4.0,-2.0,1.31,1.3,2.58,1.026,184.0,144.0,85.0,-1.27,-1.28,-2.13,-2.14,1.6941176470588235,0.4619565217391304,0.782608695652174,0.5962441314553991,0.5981308411214954,-4.705333049999998,-2.693665829999998,-7.00838179000003,-1.3065628048520797,-2.693665922468976,0.8145175879610062,0.500356888176296,0.1845735353332302,-2.847077729734469,7.971349299642951,6.50368793830198,11.769320157021456,135.17999999999998,153.65,74.72999999999999,191.16,213.77,84.92999999999999,561.2099999999999,89.50999999999999,273.21,0.8304414052949387,0.862199287954821,4.59201858166071,0.8594796159050808,1.918267846107483,0.040491510182619095
MgZrS3,Mg,Zr,S,2.0,4.0,-2.0,1.31,1.33,2.58,1.02,184.0,144.0,85.0,-1.27,-1.25,-2.13,-2.11,1.6941176470588235,0.4619565217391304,0.782608695652174,0.5962441314553991,0.5924170616113744,-4.705333049999998,-3.6022224400000007,-7.00838179000003,-1.3065628048520797,-3.602222563658176,0.8145175879610062,0.500356888176296,-0.2714066713124998,-2.847077729734469,7.971349299642951,7.139550537079975,11.769320157021456,135.17999999999998,166.94,74.72999999999999,191.16,222.0,84.92999999999999,561.2099999999999,84.44,273.21,0.8304414052949387,0.862199287954821,4.59201858166071,0.8677691763126888,1.8924293518066406,0.024816107004880905
TaZnS3,Zn,Ta,S,2.0,4.0,-2.0,1.65,1.5,2.58,0.918,184.0,121.0,79.0,-0.9300000000000002,-1.08,-1.79,-1.94,1.5316455696202531,0.4293478260869565,0.657608695652174,0.5195530726256984,0.5567010309278351,-5.977182470000003,-3.5963150900000027,-7.00838179000003,-1.1074028380152596,-3.5963152134553904,0.8145175879610062,0.922398193658712,-0.2825051047029557,-2.847077729734469,9.889346728482574,7.686524689847838,11.769320157021456,110.68,146.65,74.72999999999999,166.61,204.33,84.92999999999999,29.97,83.7,273.21,0.8055793025861511,0.820030842300998,5.514158229028238,0.7653112175043765,2.5964837074279785,0.46524134278297424
TaZnSe3,Zn,Ta,Se,2.0,4.0,-2.0,1.65,1.5,2.55,0.9,198.0,121.0,79.0,-0.8999999999999999,-1.0499999999999998,-1.79,-1.94,1.5316455696202531,0.398989898989899,0.6111111111111112,0.5027932960893854,0.5412371134020618,-5.977182470000003,-3.5963150900000027,-6.510488250000024,-1.1074028380152596,-3.5963152134553904,-0.2111875472497096,0.922398193658712,-0.2825051047029557,-2.730814399751447,9.889346728482574,7.686524689847838,10.84576444731508,110.68,146.65,79.97,166.61,204.33,95.78,29.97,83.7,23.97,0.809230210276496,0.8143235790557711,5.691373418901656,0.7564825586759119,3.1689705848693848,0.5458245277404785
