,target,reactants,reaction_energy(eV/atom),inverse_hull_energy(eV/atom),reaction,competing phases
0,CeCdS3,"['CeS2', 'CdS']",-0.00019999999999740218,-0.00019999999999686935,CeS2 + CdS -> CeCdS3,[]
