,target,reactants,reaction_energy(eV/atom),inverse_hull_energy(eV/atom),reaction,competing phases
0,HfCuS3,"['HfS3', 'Cu']",-0.06690992266666763,-0.025916790880955887,HfS3 + Cu -> HfCuS3,"[['CuS', 'HfS2'], ['Cu7S4', 'HfS2']]"
1,HfCuS3,"['HfS2', 'CuS']",-0.00019999999999527056,-0.000199999999995093,HfS2 + CuS -> HfCuS3,[]
