,target,reactants,reaction_energy(eV/atom),inverse_hull_energy(eV/atom),reaction,competing phases
0,CeScS3,"['CeS2', 'ScS']",-0.19431575699999298,-0.09257641599999289,CeS2 + ScS -> CeScS3,"[['Sc2S3', 'CeS']]"
1,CeScS3,"['Sc2S3', 'Ce2S3']",-0.005039687750006311,-0.005039687750005406,0.5 Sc2S3 + 0.5 Ce2S3 -> CeScS3,[]
