epoch,train loss,val loss,swa
0.0,0.44522907636687375,0.4542891292861014,n
19.0,0.2201810152896309,0.2938774545002246,y
39.0,0.13032750936844512,0.2832742321918162,y
59.0,0.08237174055755721,0.2843514825358535,y
79.0,0.05791517977465301,0.27581930488922707,y
99.0,0.045107493518345115,0.27587353197996284,y
119.0,0.03623321178245654,0.27544847828625973,y
139.0,0.03086510031884734,0.27352602389889974,y
159.0,0.028774087830290996,0.2728573895026173,y
179.0,0.025242832116461705,0.2749880289571673,y
199.0,0.02410794174034386,0.27541881881797936,y
219.0,0.022941354292004633,0.27351730093154697,y
239.0,0.021296479659543375,0.27838964534528327,y
259.0,0.020966616668350598,0.276550917257619,y
279.0,0.019986486996404745,0.27705093783123763,y
