epoch,train loss,val loss,swa
0.0,0.4556725282899066,0.44987442473734707,n
19.0,0.27364686827121576,0.3200273471101913,y
39.0,0.1884909486277775,0.2918977139738309,y
59.0,0.1333066132641578,0.29260951231333837,y
79.0,0.10225019806115203,0.2888011482464709,y
99.0,0.08192096374653003,0.28744372257516404,y
119.0,0.06620757236858568,0.29041178035998805,y
139.0,0.055784462547630816,0.2885055272703985,y
159.0,0.052684840408509195,0.29140917492963725,y
179.0,0.04738254499887209,0.28843287265661993,y
199.0,0.04461812706059366,0.295451533695883,y
