epoch,train loss,val loss,swa
0.0,0.4892366803925613,0.4644518735980199,n
19.0,0.32793889662315107,0.3994773159999164,y
39.0,0.21670189623174996,0.3951877176597427,y
59.0,0.15239031417616483,0.38272128436847824,y
79.0,0.11676031186662872,0.3745768556253312,y
99.0,0.09899786135246014,0.37124918183676137,y
119.0,0.07421679126805272,0.37304327113569274,y
139.0,0.05545235378988858,0.369117239946833,y
159.0,0.05136298598914311,0.3656452293238364,y
179.0,0.03833874998421505,0.37336309816554886,y
199.0,0.03970818478485633,0.3602512815438683,y
219.0,0.03322678681077628,0.364112108206946,y
