epoch,train loss,val loss,swa
0.0,0.45963475416446553,0.4588932399907388,n
19.0,0.31498553321279327,0.3570654395526434,y
39.0,0.17083858539318217,0.3344726145431687,y
59.0,0.11227602917572548,0.3216224757764622,y
79.0,0.07908488717572443,0.3211793958648177,y
99.0,0.059536329631147716,0.3198739257397402,y
119.0,0.047055617077597256,0.32564798432604997,y
139.0,0.03760433546428023,0.319450107159365,y
159.0,0.032745748347249526,0.32159688190323593,y
179.0,0.028340941873090022,0.3226361166347157,y
199.0,0.02382949631789635,0.32247933572974086,y
219.0,0.021874306941854542,0.3238709061598975,y
