epoch,train loss,val loss,swa
0.0,0.4502607641548946,0.4553229874487422,n
19.0,0.2863497131857379,0.3604100400751287,y
39.0,0.19620100876380658,0.33551525675560817,y
59.0,0.12692303719191717,0.3335105124912314,y
79.0,0.08634724514237765,0.33578636265326467,y
99.0,0.06998287151599752,0.33386684055170734,y
119.0,0.053448822580534835,0.33315027219861665,y
139.0,0.04243131547138609,0.3295974580381199,y
159.0,0.03899253627349591,0.3352433528453522,y
179.0,0.03274258128527937,0.33494944776056884,y
199.0,0.028676540892699668,0.335825548027501,y
