epoch,train loss,val loss,swa
0.0,0.45291394677185176,0.45264817269380425,n
19.0,0.2510416482252388,0.29529352194678354,y
39.0,0.15954598667373499,0.27008664345281513,y
59.0,0.10822451381663632,0.26811024702613345,y
79.0,0.0784048010857659,0.2651552306719063,y
99.0,0.06036710007941616,0.2653570785995357,y
119.0,0.05164200330421401,0.26316179224282255,y
139.0,0.04372140029888166,0.2589029530191553,y
159.0,0.03898678957224714,0.2554520706828304,y
179.0,0.03410387388350305,0.26238398709573035,y
199.0,0.030970588459958707,0.2613073429785484,y
219.0,0.029709038119904344,0.2606710083885298,y
