epoch,train loss,val loss,swa
0.0,0.43533035516738894,0.4546907473529994,n
19.0,0.3216137495534173,0.3753638737129443,y
39.0,0.24005827574894345,0.36849599731855154,y
59.0,0.1871984317384917,0.3704679291438794,y
79.0,0.1327496364198882,0.3545808601642115,y
99.0,0.09957405164324004,0.3462359560422661,y
119.0,0.07260840966783721,0.34364471356730814,y
139.0,0.06475341196717888,0.35169741437454854,y
159.0,0.049361698380832014,0.34350557366678536,y
179.0,0.04545098666487069,0.3434451174801703,y
199.0,0.04032294709106971,0.3340505571733165,y
219.0,0.03027108455526418,0.34521995464303934,y
